NP_001105870.1	SCAFFOLD_18	34.302	344	181	5	503	802	16185880	16186908	2.57e-48	194	1188	26533253	55
NP_001105870.1	SCAFFOLD_18	48.958	192	75	2	841	1009	16187544	16188119	1.12e-35	153	1188	26533253	55
NP_001105870.1	SCAFFOLD_18	38.462	234	84	6	1009	1188	16188381	16189064	5.21e-30	134	1188	26533253	55
NP_001105870.1	SCAFFOLD_2	33.731	335	177	5	512	802	12447171	12446170	5.21e-46	186	1188	33368166	54
NP_001105870.1	SCAFFOLD_2	45.771	201	84	2	841	1019	12445483	12444890	1.00e-32	143	1188	33368166	54
NP_001105870.1	SCAFFOLD_2	37.447	235	86	6	1009	1188	12444658	12443972	1.89e-27	126	1188	33368166	54
NP_001105870.1	SCAFFOLD_26	33.739	329	179	4	512	802	16012579	16011596	2.17e-45	184	1188	23946325	52
NP_001105870.1	SCAFFOLD_26	48.958	192	75	2	841	1009	16010955	16010380	2.12e-35	152	1188	23946325	52
NP_001105870.1	SCAFFOLD_26	55.882	68	29	1	1009	1075	16010119	16009916	5.32e-14	82.0	1188	23946325	52
NP_001105870.1	SCAFFOLD_26	40.777	103	45	4	1093	1188	16009719	16009438	1.01e-10	71.2	1188	23946325	52
sp|Q8LKW0.2|TERT_ORYSJ	SCAFFOLD_18	31.771	384	214	8	574	912	16185880	16187022	1.20e-47	192	1259	26533253	54
sp|Q8LKW0.2|TERT_ORYSJ	SCAFFOLD_18	49.727	183	68	4	921	1080	16187574	16188119	1.52e-33	146	1259	26533253	54
sp|Q8LKW0.2|TERT_ORYSJ	SCAFFOLD_18	38.865	229	90	5	1080	1259	16188381	16189064	7.94e-29	130	1259	26533253	54
sp|Q8LKW0.2|TERT_ORYSJ	SCAFFOLD_2	30.287	383	221	8	574	912	12447198	12446056	7.43e-45	183	1259	33368166	54
sp|Q8LKW0.2|TERT_ORYSJ	SCAFFOLD_2	50.549	182	64	4	921	1080	12445453	12444920	5.44e-34	147	1259	33368166	54
sp|Q8LKW0.2|TERT_ORYSJ	SCAFFOLD_2	36.087	230	96	4	1080	1259	12444658	12443972	3.44e-26	122	1259	33368166	54
sp|Q8LKW0.2|TERT_ORYSJ	SCAFFOLD_26	31.034	377	220	7	574	912	16012606	16011482	1.04e-44	182	1259	23946325	54
sp|Q8LKW0.2|TERT_ORYSJ	SCAFFOLD_26	50.273	183	67	4	921	1080	16010925	16010380	2.51e-33	145	1259	23946325	54
sp|Q8LKW0.2|TERT_ORYSJ	SCAFFOLD_26	45.161	93	49	2	1080	1170	16010119	16009841	1.48e-13	80.9	1259	23946325	54
sp|Q8LKW0.2|TERT_ORYSJ	SCAFFOLD_26	42.222	90	48	2	1170	1259	16009695	16009438	2.70e-09	66.6	1259	23946325	54
sp|Q9SPU7.1|TERT_ARATH	SCAFFOLD_18	33.602	372	193	6	447	765	16185910	16187022	2.46e-48	194	1123	26533253	77
sp|Q9SPU7.1|TERT_ARATH	SCAFFOLD_18	46.821	173	78	1	784	942	16187601	16188119	2.62e-42	174	1123	26533253	77
sp|Q9SPU7.1|TERT_ARATH	SCAFFOLD_18	36.681	229	97	4	942	1123	16188381	16189064	9.88e-29	130	1123	26533253	77
sp|Q9SPU7.1|TERT_ARATH	SCAFFOLD_18	50.000	100	49	1	3	101	16181789	16182088	1.17e-20	77.0	1123	26533253	77
sp|Q9SPU7.1|TERT_ARATH	SCAFFOLD_18	28.834	163	48	6	100	205	16182183	16182638	1.17e-20	47.8	1123	26533253	77
sp|Q9SPU7.1|TERT_ARATH	SCAFFOLD_2	33.065	372	195	6	447	765	12447168	12446056	1.66e-47	191	1123	33368166	76
sp|Q9SPU7.1|TERT_ARATH	SCAFFOLD_2	47.126	174	72	3	784	942	12445426	12444920	2.40e-41	171	1123	33368166	76
sp|Q9SPU7.1|TERT_ARATH	SCAFFOLD_2	35.652	230	99	4	942	1123	12444658	12443972	3.76e-26	121	1123	33368166	76
sp|Q9SPU7.1|TERT_ARATH	SCAFFOLD_2	32.982	285	98	7	3	196	12451320	12450472	1.60e-18	96.7	1123	33368166	76
sp|Q9SPU7.1|TERT_ARATH	SCAFFOLD_26	32.787	366	198	6	447	765	16012576	16011482	7.78e-46	186	1123	23946325	74
sp|Q9SPU7.1|TERT_ARATH	SCAFFOLD_26	45.977	174	78	2	784	942	16010898	16010380	2.38e-41	171	1123	23946325	74
sp|Q9SPU7.1|TERT_ARATH	SCAFFOLD_26	33.721	258	85	6	6	179	16016644	16015877	5.58e-18	95.1	1123	23946325	74
sp|Q9SPU7.1|TERT_ARATH	SCAFFOLD_26	46.237	93	50	0	942	1034	16010119	16009841	4.70e-17	92.0	1123	23946325	74
sp|Q9SPU7.1|TERT_ARATH	SCAFFOLD_26	34.400	125	65	3	999	1123	16009761	16009438	2.32e-06	56.6	1123	23946325	74
XP_016496114.1	SCAFFOLD_2	44.472	398	185	4	498	862	12447231	12446047	1.18e-95	343	1228	33368166	83
XP_016496114.1	SCAFFOLD_2	48.918	231	67	3	1047	1228	12444658	12443972	1.30e-44	182	1228	33368166	83
XP_016496114.1	SCAFFOLD_2	56.122	196	76	3	868	1059	12445459	12444890	1.18e-43	179	1228	33368166	83
XP_016496114.1	SCAFFOLD_2	40.845	284	79	6	4	199	12451314	12450466	9.01e-41	169	1228	33368166	83
XP_016496114.1	SCAFFOLD_2	56.863	51	19	1	331	381	12449177	12449034	7.99e-09	65.1	1228	33368166	83
XP_016496114.1	SCAFFOLD_2	54.167	48	21	1	380	427	12448715	12448575	2.12e-05	53.9	1228	33368166	83
XP_016496114.1	SCAFFOLD_18	43.719	398	188	3	498	862	16185847	16187031	1.18e-93	337	1228	26533253	83
XP_016496114.1	SCAFFOLD_18	49.565	230	66	3	1047	1228	16188381	16189064	6.15e-47	190	1228	26533253	83
XP_016496114.1	SCAFFOLD_18	59.239	184	71	1	868	1047	16187568	16188119	1.15e-46	189	1228	26533253	83
XP_016496114.1	SCAFFOLD_18	58.252	103	40	2	4	104	16181795	16182100	4.82e-42	112	1228	26533253	83
XP_016496114.1	SCAFFOLD_18	38.462	156	43	3	97	199	16182177	16182644	4.82e-42	84.7	1228	26533253	83
XP_016496114.1	SCAFFOLD_18	52.941	51	21	1	331	381	16183896	16184039	2.42e-07	60.1	1228	26533253	83
XP_016496114.1	SCAFFOLD_18	54.167	48	21	1	380	427	16184359	16184499	2.42e-05	53.5	1228	26533253	83
XP_016496114.1	SCAFFOLD_26	43.878	392	190	3	498	862	16012639	16011473	7.77e-93	335	1228	23946325	84
XP_016496114.1	SCAFFOLD_26	58.152	184	73	1	868	1047	16010931	16010380	2.95e-46	187	1228	23946325	84
XP_016496114.1	SCAFFOLD_26	41.429	280	77	7	4	199	16016647	16015817	2.69e-40	168	1228	23946325	84
XP_016496114.1	SCAFFOLD_26	64.211	95	34	0	1047	1141	16010119	16009835	3.31e-26	122	1228	23946325	84
XP_016496114.1	SCAFFOLD_26	48.276	116	48	4	1114	1228	16009752	16009438	5.36e-16	88.6	1228	23946325	84
XP_016496114.1	SCAFFOLD_26	38.182	110	56	5	331	439	16014530	16014234	1.79e-09	67.0	1228	23946325	84
XP_016496114.1	SCAFFOLD_26	41.538	65	36	2	364	427	16014123	16013932	3.36e-05	53.1	1228	23946325	84
XP_070031847.1	SCAFFOLD_2	43.719	398	188	4	450	814	12447231	12446047	3.02e-94	338	1180	33368166	86
XP_070031847.1	SCAFFOLD_2	56.633	196	75	3	820	1011	12445459	12444890	8.98e-44	179	1180	33368166	86
XP_070031847.1	SCAFFOLD_2	48.052	231	69	3	999	1180	12444658	12443972	5.10e-43	177	1180	33368166	86
XP_070031847.1	SCAFFOLD_2	56.311	103	42	2	4	104	12451314	12451009	1.53e-23	113	1180	33368166	86
XP_070031847.1	SCAFFOLD_2	37.097	124	63	7	284	401	12449177	12448833	2.01e-08	63.5	1180	33368166	86
