NP_001105870.1	SUPER_2_HAP1	34.627	335	177	5	511	804	58833144	58834145	1.17e-43	178	1188	92275967	56
NP_001105870.1	SUPER_2_HAP1	37.712	236	91	4	1009	1188	58838150	58838857	1.06e-33	146	1188	92275967	56
NP_001105870.1	SUPER_2_HAP1	42.396	217	98	4	820	1009	58834964	58835614	2.07e-28	129	1188	92275967	56
NP_001105870.1	SUPER_3_HAP1	38.824	85	52	0	608	692	63717396	63717650	3.64e-09	65.5	1188	65671448	7
sp|Q8LKW0.2|TERT_ORYSJ	SUPER_2_HAP1	34.718	337	170	7	582	873	58833144	58834139	6.20e-41	170	1259	92275967	50
sp|Q8LKW0.2|TERT_ORYSJ	SUPER_2_HAP1	33.898	236	100	4	1080	1259	58838150	58838857	2.78e-28	128	1259	92275967	50
sp|Q8LKW0.2|TERT_ORYSJ	SUPER_2_HAP1	43.850	187	82	3	917	1080	58835054	58835614	7.27e-28	127	1259	92275967	50
sp|Q8LKW0.2|TERT_ORYSJ	SUPER_3_HAP1	42.188	64	37	0	678	741	63717393	63717584	7.81e-08	61.2	1259	65671448	5
sp|Q9SPU7.1|TERT_ARATH	SUPER_2_HAP1	37.752	347	166	5	441	737	58833132	58834172	9.12e-53	207	1123	92275967	67
sp|Q9SPU7.1|TERT_ARATH	SUPER_2_HAP1	46.524	187	86	1	770	942	58835054	58835614	7.11e-45	182	1123	92275967	67
sp|Q9SPU7.1|TERT_ARATH	SUPER_2_HAP1	41.949	236	83	2	942	1123	58838150	58838857	8.81e-35	149	1123	92275967	67
sp|Q9SPU7.1|TERT_ARATH	SUPER_2_HAP1	39.450	109	58	3	1	104	58828111	58828428	7.32e-12	74.3	1123	92275967	67
sp|Q9SPU7.1|TERT_ARATH	SUPER_3_HAP1	34.884	86	53	2	535	617	63717393	63717650	7.56e-06	54.3	1123	65671448	7
XP_016496114.1	SUPER_2_HAP1	48.276	348	150	4	511	828	58833126	58834169	4.36e-86	313	1228	92275967	69
XP_016496114.1	SUPER_2_HAP1	46.186	236	73	3	1047	1228	58838150	58838857	5.85e-47	189	1228	92275967	69
XP_016496114.1	SUPER_2_HAP1	51.759	199	92	1	860	1054	58835039	58835635	8.11e-46	186	1228	92275967	69
XP_016496114.1	SUPER_2_HAP1	53.398	103	43	3	4	103	58828126	58828428	9.99e-23	110	1228	92275967	69
XP_016496114.1	SUPER_2_HAP1	53.846	39	18	0	145	183	58829624	58829740	7.37e-06	42.0	1228	92275967	69
