NP_001105870.1	SUPER_10	34.648	355	166	6	484	801	14975721	14974744	6.98e-47	187	1188	19444533	55
NP_001105870.1	SUPER_10	45.078	193	86	3	837	1009	14974460	14973882	4.23e-31	136	1188	19444533	55
NP_001105870.1	SUPER_10	58.333	72	29	1	1009	1079	14973167	14972952	1.10e-16	89.0	1188	19444533	55
NP_001105870.1	SUPER_10	43.956	91	51	0	1098	1188	14972803	14972531	1.81e-11	71.6	1188	19444533	55
sp|Q8LKW0.2|TERT_ORYSJ	SUPER_10	38.485	330	146	7	588	880	14975655	14974726	3.95e-46	185	1259	19444533	49
sp|Q8LKW0.2|TERT_ORYSJ	SUPER_10	46.448	183	78	3	918	1080	14974430	14973882	1.31e-29	131	1259	19444533	49
sp|Q8LKW0.2|TERT_ORYSJ	SUPER_10	56.164	73	31	1	1080	1151	14973167	14972949	3.47e-16	87.4	1259	19444533	49
sp|Q8LKW0.2|TERT_ORYSJ	SUPER_10	45.055	91	50	0	1169	1259	14972803	14972531	2.54e-11	71.2	1259	19444533	49
sp|Q9SPU7.1|TERT_ARATH	SUPER_10	34.916	358	171	8	409	720	14975784	14974759	6.54e-43	174	1123	19444533	69
sp|Q9SPU7.1|TERT_ARATH	SUPER_10	43.367	196	100	2	761	945	14974460	14973873	8.59e-42	171	1123	19444533	69
sp|Q9SPU7.1|TERT_ARATH	SUPER_10	38.028	142	82	1	942	1083	14973167	14972760	3.10e-18	94.0	1123	19444533	69
sp|Q9SPU7.1|TERT_ARATH	SUPER_10	42.268	97	47	3	6	101	14981843	14981577	9.67e-11	69.3	1123	19444533	69
sp|Q9SPU7.1|TERT_ARATH	SUPER_10	41.237	97	57	0	1027	1123	14972821	14972531	9.99e-08	59.3	1123	19444533	69
XP_016496114.1	SUPER_10	52.802	339	151	3	520	849	14975664	14974648	3.26e-99	352	1228	19444533	70
XP_016496114.1	SUPER_10	55.026	189	84	1	860	1047	14974448	14973882	3.87e-45	182	1228	19444533	70
XP_016496114.1	SUPER_10	65.591	93	32	0	1047	1139	14973167	14972889	1.73e-43	120	1228	19444533	70
XP_016496114.1	SUPER_10	51.648	91	44	0	1138	1228	14972803	14972531	1.73e-43	79.3	1228	19444533	70
XP_016496114.1	SUPER_10	45.918	98	44	3	4	100	14981846	14981577	1.53e-14	82.0	1228	19444533	70
XP_016496114.1	SUPER_10	60.000	35	14	0	146	180	14980017	14979913	3.03e-06	48.5	1228	19444533	70
XP_016496114.1	SUPER_10	45.833	24	13	0	123	146	14980177	14980106	3.03e-06	25.0	1228	19444533	70
XP_070031847.1	SUPER_10	50.843	356	164	4	457	801	14975715	14974648	1.59e-98	349	1180	19444533	73
XP_070031847.1	SUPER_10	54.082	196	75	3	812	999	14974448	14973882	2.81e-46	186	1180	19444533	73
XP_070031847.1	SUPER_10	66.316	95	32	0	999	1093	14973167	14972883	2.97e-42	124	1180	19444533	73
XP_070031847.1	SUPER_10	49.451	91	46	0	1090	1180	14972803	14972531	2.97e-42	71.6	1180	19444533	73
XP_070031847.1	SUPER_10	45.918	98	44	3	4	100	14981846	14981577	6.49e-15	83.2	1180	19444533	73
XP_070031847.1	SUPER_10	60.000	35	14	0	122	156	14980017	14979913	2.48e-06	48.5	1180	19444533	73
XP_070031847.1	SUPER_10	45.833	24	13	0	99	122	14980177	14980106	2.48e-06	25.4	1180	19444533	73
XP_033514372.1	SUPER_10	50.843	356	164	4	293	637	14975715	14974648	2.13e-100	351	1016	19444533	70
XP_033514372.1	SUPER_10	54.082	196	75	3	648	835	14974448	14973882	1.43e-46	186	1016	19444533	70
XP_033514372.1	SUPER_10	66.316	95	32	0	835	929	14973167	14972883	1.27e-42	124	1016	19444533	70
XP_033514372.1	SUPER_10	49.451	91	46	0	926	1016	14972803	14972531	1.27e-42	72.0	1016	19444533	70
XP_009765715.1	SUPER_10	52.802	339	151	3	332	661	14975664	14974648	3.79e-101	353	1040	19444533	67
XP_009765715.1	SUPER_10	53.968	189	86	1	672	859	14974448	14973882	2.27e-45	182	1040	19444533	67
XP_009765715.1	SUPER_10	65.591	93	32	0	859	951	14973167	14972889	1.90e-43	119	1040	19444533	67
XP_009765715.1	SUPER_10	51.648	91	44	0	950	1040	14972803	14972531	1.90e-43	79.7	1040	19444533	67
XP_009765713.1	SUPER_10	52.802	339	151	3	363	692	14975664	14974648	5.61e-101	354	1071	19444533	65
XP_009765713.1	SUPER_10	53.968	189	86	1	703	890	14974448	14973882	1.90e-45	182	1071	19444533	65
XP_009765713.1	SUPER_10	65.591	93	32	0	890	982	14973167	14972889	1.70e-43	119	1071	19444533	65
XP_009765713.1	SUPER_10	51.648	91	44	0	981	1071	14972803	14972531	1.70e-43	80.1	1071	19444533	65
XP_009765710.1	SUPER_10	52.802	339	151	3	551	880	14975664	14974648	4.15e-99	352	1259	19444533	68
XP_009765710.1	SUPER_10	53.968	189	86	1	891	1078	14974448	14973882	2.98e-45	182	1259	19444533	68
